Sucursal;Trimestre Entrega;Capital Entregado ;Cantidad Cuotas;Importe Cuota;Interes Mensual;Zona Residencia;Edad;Nacionalidad;Informa Celular;Informa Tel Particular;Informa Email;Informa Tel Alternativo;Informa Nombre Jefe;Puesto Laboral;Ingreso Formal;Sexo;Target
Once;II;15000;14;2533.1;0.1;Capital Federal;33;ARGENTINA;SI;NO ;NO;SI;SI;PORTERO;12000;M;Deudor
Once;II;10000;14;1689;0.1;Capital Federal;69;ARGENTINA;SI;SI;NO;NO;SI;PORTERO;15000;M;Deudor
Once;III;10000;18;1530;0.1;Capital Federal;61;ARGENTINA;SI;SI;NO;NO;SI;COMERCIO;13063;F;Deudor
Once;III;15000;18;2295.1;0.1;Capital Federal;50;ARGENTINA;SI;SI;NO;NO;SI;OPERARIO;13657;M;Cumplidor
Once;III;15000;15;2462;0.1;Capital Federal;64;ARGENTINA;SI;SI;NO;NO;SI;ADMINISTRACION;21000;F;Deudor
Once;III;10000;14;1689;0.1;Zona Sur;26;ARGENTINA;SI;SI;NO;NO;SI;COMERCIO;9200;F;Cumplidor
Once;III;10000;14;1689;0.1;Capital Federal;52;ARGENTINA;SI;SI;NO;NO;SI;PORTERO;25000;M;Deudor
Once;III;10000;14;1689;0.1;Zona Norte;67;ARGENTINA;SI;SI;NO;NO;SI;PORTERO;20888;M;Cumplidor
Once;III;10000;11;1956;0.1;Capital Federal;31;ARGENTINA;SI;NO ;NO;NO;SI;ADMINISTRACION;13978;M;Deudor
Once;III;10000;14;1689;0.1;Zona Oeste;49;ARGENTINA;SI;NO ;NO;SI;SI;COMERCIO;8831;F;Deudor
Once;III;15000;17;2344.1;0.1;Zona Sur;28;ARGENTINA;SI;NO ;SI;SI;SI;COMERCIO;11223;F;Cumplidor
Once;III;12000;6;3424;0.12;Zona Sur;28;ARGENTINA;SI;NO ;SI;SI;SI;COMERCIO;11223;F;Cumplidor
Once;III;15000;14;2533.4;0.1;Capital Federal;51;ARGENTINA;NO;SI;NO;SI;SI;;19511;M;Deudor
Once;III;10000;14;1689.3;0.1;Capital Federal;65;URUGUAY;SI;SI;NO;SI;SI;OPERARIO;11937;M;Cumplidor
Once;III;10000;14;1689;0.1;Capital Federal;49;ARGENTINA;SI;SI;NO;SI;SI;SALUD;20000;F;Deudor
Once;III;10000;16;1600;0.1;Capital Federal;43;ARGENTINA;SI;SI;SI;SI;SI;PORTERO;14979;M;Cumplidor
Once;III;15000;14;2533.1;0.1;Capital Federal;57;ARGENTINA;SI;NO ;SI;SI;SI;PORTERO;26971.2;M;Cumplidor
Once;III;10000;16;1600;0.1;Zona Norte;48;ARGENTINA;SI;SI;NO;SI;SI;PORTERO;8300;F;Cumplidor
Once;III;10000;14;1689;0.1;Zona Sur;43;ARGENTINA;SI;SI;SI;SI;SI;COMERCIO;18000;F;Cumplidor
Once;I;10000;18;3469;0.29;Capital Federal;50;ARGENTINA;SI;SI;NO;SI;SI;ADMINISTRACION;30000;F;Deudor
Once;III;20000;21;2902.1;0.1;Capital Federal;50;ARGENTINA;SI;SI;NO;SI;SI;ADMINISTRACION;30000;F;Deudor
Once;IV;10000;18;1530;0.1;Capital Federal;50;ARGENTINA;SI;SI;NO;SI;SI;ADMINISTRACION;30000;F;Deudor
;II;10000;18;1530;0.1;Zona Oeste;59;ARGENTINA;SI;SI;NO;SI;SI;OPERARIO;21782;M;Cumplidor
Once;III;5000;11;978.2;0.1;Zona Oeste;59;ARGENTINA;SI;SI;NO;SI;SI;OPERARIO;21782;M;Cumplidor
Once;I;22240;25;1830;0.04;Zona Oeste;59;ARGENTINA;SI;SI;NO;SI;SI;OPERARIO;21782;M;Cumplidor
Once;III;3000;3;1427;0.14;Zona Oeste;59;ARGENTINA;SI;SI;NO;SI;SI;OPERARIO;21782;M;Cumplidor
Once;III;15000;17;2344.1;0.1;Capital Federal;57;PARAGUAY;SI;SI;NO;SI;SI;PORTERO;26989.4;M;Deudor
Once;III;8000;14;1409;0.1;Capital Federal;29;PARAGUAY;SI;NO ;NO;SI;SI;COMERCIO;13000;M;Cumplidor
Once;III;12000;14;2027.1;0.1;Zona Sur;47;ARGENTINA;SI;NO ;NO;SI;SI;OPERARIO;9077;M;Deudor
Once;III;12000;26;1631.1;0.1;Capital Federal;41;PARAGUAY;SI;NO ;NO;SI;SI;PORTERO;19688;M;Deudor
Once;III;12000;17;1875;0.1;Capital Federal;48;ARGENTINA;SI;SI;NO;SI;SI;PORTERO;19270.6;M;Deudor
;III;15000;20;1300;0.04;Capital Federal;48;ARGENTINA;SI;SI;NO;SI;SI;PORTERO;19270.6;M;Deudor
Once;III;12000;17;1875;0.1;Zona Oeste;54;ARGENTINA;SI;SI;NO;SI;SI;OPERARIO;20675;M;Deudor
Once;III;14000;20;2065;0.1;Capital Federal;26;ARGENTINA;SI;NO ;SI;SI;SI;;869600;F;Cumplidor
Once;III;10000;18;1530;0.1;Capital Federal;51;ARGENTINA;SI;SI;NO;SI;SI;ADMINISTRACION;10995;M;Cumplidor
Once;III;15000;14;2533.1;0.1;Capital Federal;60;ARGENTINA;SI;SI;NO;SI;SI;PORTERO;21983;M;Cumplidor
Once;III;25000;23;3524;0.1;Capital Federal;64;ARGENTINA;SI;NO ;NO;NO;SI;PORTERO;20943;M;Deudor
Once;III;20000;20;2949;0.1;Capital Federal;35;ARGENTINA;SI;NO ;NO;SI;SI;LIMPIEZA Y SEGURIDAD;11667;M;Cumplidor
Once;III;15000;24;2087;0.1;Capital Federal;42;ARGENTINA;SI;NO ;NO;NO;SI;PORTERO;17150;M;Deudor
Once;III;10000;18;1530;0.1;Capital Federal;27;ARGENTINA;SI;NO ;NO;NO;SI;ADMINISTRACION;10000;F;Deudor
Once;III;6000;9;1384;0.12;Capital Federal;51;ARGENTINA;SI;NO ;NO;NO;SI;PORTERO;10787;M;Cumplidor
Once;III;12000;17;1875;0.1;Zona Sur;57;ARGENTINA;SI;SI;NO;NO;SI;COMERCIO;15200;M;Cumplidor
Once;IV;15000;17;2893;0.13;Zona Sur;57;ARGENTINA;SI;SI;NO;NO;SI;COMERCIO;15200;M;Cumplidor
Once;III;20000;26;2719;0.1;Capital Federal;53;ARGENTINA;SI;SI;NO;NO;SI;ADMINISTRACION;22581;F;Deudor
Once;III;7000;18;1071;0.1;Capital Federal;45;ARGENTINA;SI;NO ;NO;NO;SI;LIMPIEZA Y SEGURIDAD;;F;Deudor
Once;III;17000;26;2311;0.1;Capital Federal;31;PARAGUAY;SI;NO ;SI;NO;SI;PORTERO;15602;M;Cumplidor
Once;III;15000;19;2251;0.1;Capital Federal;52;ARGENTINA;SI;SI;NO;NO;SI;PORTERO;14454;M;Deudor
Once;III;12000;17;1875;0.1;Capital Federal;67;ARGENTINA;SI;SI;NO;NO;SI;SALUD;22094;F;Deudor
;III;5000;18;765;0.1;Capital Federal;67;ARGENTINA;SI;SI;NO;NO;SI;SALUD;22094;F;Deudor
Once;III;10000;11;2039;0.11;Zona Sur;58;ARGENTINA;SI;NO ;NO;NO;SI;PORTERO;15343;F;Cumplidor
;III;10000;11;2039;0.11;Zona Sur;58;ARGENTINA;SI;NO ;NO;NO;SI;PORTERO;15343;F;Cumplidor
;III;10000;11;2039;0.11;Zona Sur;58;ARGENTINA;SI;NO ;NO;NO;SI;PORTERO;15343;F;Cumplidor
Once;III;10000;9;2306;0.12;Zona Sur;58;ARGENTINA;SI;NO ;NO;NO;SI;PORTERO;15343;F;Cumplidor
;III;10000;11;2039;0.11;Zona Sur;58;ARGENTINA;SI;NO ;NO;NO;SI;PORTERO;15343;F;Cumplidor
;III;5000;11;978;0.1;Capital Federal;63;ARGENTINA;SI;SI;NO;NO;SI;LIMPIEZA Y SEGURIDAD;17784;M;Cumplidor
Once;III;5000;11;978;0.1;Capital Federal;63;ARGENTINA;SI;SI;NO;NO;SI;LIMPIEZA Y SEGURIDAD;17784;M;Cumplidor
Once;III;10000;16;1600;0.1;Capital Federal;45;ARGENTINA;SI;SI;NO;NO;SI;COMERCIO;14986;M;Cumplidor
Once;III;10000;14;1689;0.1;Zona Sur;42;ARGENTINA;SI;SI;NO;SI;SI;COMERCIO;16967;F;Deudor
Once;III;15000;17;2338.2;0.1;Capital Federal;;ARGENTINA;SI;SI;NO;NO;SI;LIMPIEZA Y SEGURIDAD;13171;M;Deudor
;I;15000;17;2344;0.1;Capital Federal;36;ARGENTINA;SI;NO ;NO;NO;SI;COMERCIO;9058;M;Cumplidor
Once;III;5000;11;978;0.1;Capital Federal;36;ARGENTINA;SI;NO ;NO;NO;SI;COMERCIO;9058;M;Cumplidor
Once;III;10000;14;1689;0.1;Capital Federal;;ARGENTINA;SI;SI;NO;NO;SI;PORTERO;19910;M;Deudor
Once;III;7000;9;1614;0.12;Capital Federal;43;ARGENTINA;SI;NO ;NO;NO;SI;ADMINISTRACION;21986;F;Deudor
;III;10780;9;1200;0;Capital Federal;43;ARGENTINA;SI;NO ;NO;NO;SI;ADMINISTRACION;21986;F;Deudor
Once;III;10000;14;1689;0.1;Capital Federal;57;ARGENTINA;SI;SI;NO;NO;SI;ADMINISTRACION;19422;F;Deudor
;III;8445;9;1530;0.07;Capital Federal;57;ARGENTINA;SI;SI;NO;NO;SI;ADMINISTRACION;19422;F;Deudor
;IV;8445;10;1530;0.08;Capital Federal;57;ARGENTINA;SI;SI;NO;NO;SI;ADMINISTRACION;19422;F;Deudor
Once;III;15000;19;2251;0.1;Capital Federal;32;ARGENTINA;SI;NO ;NO;NO;SI;OPERARIO;11421;M;Cumplidor
Once;III;12000;17;1875;0.1;Capital Federal;46;ARGENTINA;SI;NO ;NO;NO;SI;ADMINISTRACION;18800;F;Deudor
Once;III;15000;17;2344;0.1;Zona Sur;36;PARAGUAY;SI;SI;NO;NO;SI;LIMPIEZA Y SEGURIDAD;12939;M;Deudor
Once;III;5000;9;1153;0.12;Capital Federal;41;ARGENTINA;SI;NO ;NO;NO;SI;LIMPIEZA Y SEGURIDAD;11758;F;Deudor
Once;III;10000;14;1689;0.1;Capital Federal;41;PARAGUAY;SI;SI;NO;NO;SI;OPERARIO;14088;M;Deudor
Once;III;12000;17;1875;0.1;Capital Federal;64;ARGENTINA;SI;NO ;NO;NO;SI;PORTERO;8694;F;Deudor
Once;III;17000;17;2657;0.1;Capital Federal;53;ARGENTINA;SI;SI;NO;NO;SI;ADMINISTRACION;23000;M;Cumplidor
;III;15000;18;2295;0.1;Capital Federal;26;ARGENTINA;SI;SI;NO;NO;SI;ADMINISTRACION;11593;F;Cumplidor
;I;5000;18;765;0.1;Capital Federal;55;ARGENTINA;SI;SI;NO;NO;SI;COMERCIO;4660;F;Deudor
;III;2000;9;642;0.21;Capital Federal;55;ARGENTINA;SI;SI;NO;NO;SI;COMERCIO;4660;F;Deudor
;III;15000;17;2344;0.1;Capital Federal;37;ARGENTINA;SI;NO ;NO;NO;SI;PORTERO;12429;M;Cumplidor
Once;IV;8000;18;1224;0.1;Capital Federal;37;ARGENTINA;SI;NO ;NO;NO;SI;PORTERO;12429;M;Cumplidor
;III;10000;14;1689;0.1;Zona Oeste;56;ARGENTINA;NO;SI;NO;SI;SI;ADMINISTRACION;22377;M;Cumplidor
;III;5000;17;781;0.1;Capital Federal;34;ARGENTINA;SI;NO ;NO;NO;SI;LIMPIEZA Y SEGURIDAD;4918;F;Deudor
;I;20000;11;3913;0.1;Zona Norte;67;ARGENTINA;SI;SI;NO;NO;SI;COMERCIO;13742;M;Cumplidor
;I;20000;11;3913;0.1;Zona Norte;67;ARGENTINA;SI;SI;NO;NO;SI;COMERCIO;13742;M;Cumplidor
;III;10000;9;2306;0.12;Zona Norte;67;ARGENTINA;SI;SI;NO;NO;SI;COMERCIO;13742;M;Cumplidor
;III;19000;26;2583;0.1;Capital Federal;53;ARGENTINA;SI;SI;NO;NO;SI;ADMINISTRACION;14630;F;Deudor
Once;III;10000;6;2682;0.1;Capital Federal;42;ARGENTINA;SI;SI;NO;NO;NO;;19727;M;Cumplidor
;III;18000;26;2447;0.1;Capital Federal;42;ARGENTINA;SI;SI;NO;NO;NO;;19727;M;Cumplidor
Once;III;10000;14;1689;0.1;Capital Federal;37;ARGENTINA;SI;SI;SI;NO;NO;LIMPIEZA Y SEGURIDAD;7792;F;Cumplidor
Once;IV;10000;14;1689;0.1;Capital Federal;37;ARGENTINA;SI;SI;SI;NO;NO;LIMPIEZA Y SEGURIDAD;7792;F;Cumplidor
Once;IV;15000;18;2851;0.13;Capital Federal;37;ARGENTINA;SI;SI;SI;NO;NO;LIMPIEZA Y SEGURIDAD;7792;F;Cumplidor
Alem;III;10000;11;1956;0.1;Zona Sur;30;ARGENTINA;SI;NO ;NO;NO;NO;ADMINISTRACION;18594;M;Cumplidor
;III;18000;18;2754;0.1;Capital Federal;50;ARGENTINA;SI;SI;NO;NO;SI;PORTERO;10627;M;Cumplidor
Once;III;5000;9;1153;0.12;Capital Federal;61;ARGENTINA;SI;SI;NO;NO;NO;LIMPIEZA Y SEGURIDAD;4386;F;Cumplidor
;III;10000;18;1530;0.1;Capital Federal;24;ARGENTINA;SI;SI;SI;NO;SI;ADMINISTRACION;11803;M;Deudor
;III;5000;11;978;0.1;Capital Federal;58;ARGENTINA;SI;SI;SI;NO;SI;PORTERO;5532;F;Cumplidor
Once;III;10000;18;1530;0.1;Capital Federal;49;ARGENTINA;SI;NO ;NO;NO;NO;LIMPIEZA Y SEGURIDAD;4902;F;Deudor
Alem;III;10000;9;2306;0.12;Capital Federal;31;ARGENTINA;SI;NO ;NO;NO;NO;;17723;M;Cumplidor
Once;III;15000;20;2212;0.1;Capital Federal;42;ARGENTINA;SI;NO ;SI;NO;NO;;14052;F;Cumplidor
Once;III;10000;14;1689;0.1;Capital Federal;60;ARGENTINA;NO;SI;NO;NO;SI;PORTERO;18533;M;Cumplidor
Once;IV;20000;18;3060;0.1;Capital Federal;60;ARGENTINA;NO;SI;NO;NO;SI;PORTERO;18533;M;Cumplidor
Once;III;15000;17;2344;0.1;Capital Federal;53;ARGENTINA;SI;SI;NO;NO;NO;;11734;M;Deudor
Alem;III;17000;26;2311;0.1;Capital Federal;39;ARGENTINA;SI;SI;SI;NO;NO;;10900;F;Cumplidor
Alem;III;10000;18;1530;0.1;Capital Federal;35;ARGENTINA;SI;SI;SI;NO;NO;;10430;F;Cumplidor
Alem;III;10000;14;1689;0.1;Capital Federal;62;ARGENTINA;SI;SI;NO;NO;NO;;12299.6;M;Cumplidor
Once;IV;15000;16;2964;0.14;Capital Federal;62;ARGENTINA;SI;SI;NO;NO;NO;;12299.6;M;Cumplidor
Once;II;12000;15;2156;0.11;Capital Federal;59;ARGENTINA;NO;SI;NO;SI;NO;;19728.9;F;Cumplidor
Once;III;10000;9;2306;0.12;Capital Federal;59;ARGENTINA;NO;SI;NO;SI;NO;;19728.9;F;Cumplidor
Once;III;15000;24;2087;0.1;;39;ARGENTINA;SI;SI;SI;NO;NO;;9809.8;M;Deudor
Once;III;15000;17;2344;0.1;Capital Federal;43;ARGENTINA;SI;SI;NO;NO;NO;;12441.7;M;Deudor
Once;I;4000;3;2403;0.27;Capital Federal;44;ARGENTINA;SI;NO ;NO;NO;NO;LIMPIEZA Y SEGURIDAD;10217;F;Cumplidor
Once;III;2000;1;2400;0.2;Capital Federal;44;ARGENTINA;SI;NO ;NO;NO;NO;LIMPIEZA Y SEGURIDAD;10217;F;Cumplidor
Once;III;2000;1;2432;0.22;Capital Federal;44;ARGENTINA;SI;NO ;NO;NO;NO;LIMPIEZA Y SEGURIDAD;10217;F;Cumplidor
;IV;1000;1;1200;0.2;Capital Federal;44;ARGENTINA;SI;NO ;NO;NO;NO;LIMPIEZA Y SEGURIDAD;10217;F;Cumplidor
Once;IV;10000;14;2105;0.14;Capital Federal;44;ARGENTINA;SI;NO ;NO;NO;NO;LIMPIEZA Y SEGURIDAD;10217;F;Cumplidor
Once;III;20000;26;2719;0.1;Capital Federal;62;ARGENTINA;SI;SI;NO;NO;NO;;13675;F;Cumplidor
Alem;III;20000;18;3060;0.1;Zona Norte;53;ARGENTINA;SI;SI;SI;NO;NO;ADMINISTRACION;31280.7;F;Deudor
;II;26000;14;2810;0.04;Capital Federal;;ARGENTINA;SI;SI;NO;NO;NO;COMERCIO;15280;F;Deudor
Once;II;26000;14;2810;0.04;Capital Federal;;ARGENTINA;SI;SI;NO;NO;NO;COMERCIO;15280;F;Deudor
Once;IV;35430;26;3000;0.05;Capital Federal;;ARGENTINA;SI;SI;NO;NO;NO;COMERCIO;15280;F;Deudor
Once;IV;20000;24;2783;0.1;Capital Federal;50;ARGENTINA;SI;SI;NO;NO;NO;;13859.2;M;Deudor
Belgrano;III;25000;20;3687;0.1;Capital Federal;61;ARGENTINA;SI;SI;NO;NO;NO;;15647;M;Cumplidor
Belgrano;III;15000;20;2212;0.1;Capital Federal;64;ARGENTINA;SI;SI;NO;NO;NO;;12487.4;F;Deudor
;IV;2000;1;2317;0.16;Capital Federal;64;ARGENTINA;SI;SI;NO;NO;NO;;12487.4;F;Deudor
Belgrano;III;10000;14;1689;0.1;Capital Federal;66;ARGENTINA;SI;SI;SI;NO;NO;;16725;M;Deudor
Once;IV;10000;16;1600;0.1;Capital Federal;66;ARGENTINA;SI;SI;SI;NO;NO;;16725;M;Deudor
Once;IV;25000;20;3687;0.1;Capital Federal;57;ARGENTINA;SI;NO ;NO;NO;NO;;10388;M;Deudor
Alem;I;10000;23;2819;0.24;Capital Federal;50;ARGENTINA;SI;NO ;SI;NO;SI;ADMINISTRACION;19707;M;Deudor
Once;III;8000;11;1565;0.1;Capital Federal;50;ARGENTINA;SI;NO ;SI;NO;SI;ADMINISTRACION;19707;M;Deudor
Alem;IV;5000;11;978;0.1;Capital Federal;50;ARGENTINA;SI;NO ;SI;NO;SI;ADMINISTRACION;19707;M;Deudor
;IV;10000;14;1689;0.1;Capital Federal;50;ARGENTINA;SI;NO ;SI;NO;SI;ADMINISTRACION;19707;M;Deudor
;III;10000;4;8750;0.63;Capital Federal;29;ARGENTINA;SI;SI;NO;NO;NO;ADMINISTRACION;14846;F;Cumplidor
Once;IV;15000;18;2295;0.1;Capital Federal;29;ARGENTINA;SI;SI;NO;NO;NO;ADMINISTRACION;14846;F;Cumplidor
;IV;20000;22;2858;0.1;Capital Federal;29;ARGENTINA;SI;SI;NO;NO;NO;ADMINISTRACION;14846;F;Cumplidor
;IV;10000;21;1998;0.15;Capital Federal;29;ARGENTINA;SI;SI;NO;NO;NO;ADMINISTRACION;14846;F;Cumplidor
Once;IV;12000;18;1836;0.1;Capital Federal;40;ARGENTINA;SI;SI;SI;NO;NO;;12831;M;Cumplidor
Alem;III;7000;6;2059;0.13;;28;ARGENTINA;SI;NO ;SI;NO;SI;ADMINISTRACION;10358;F;Deudor
Alem;IV;15000;17;2344;0.1;;28;ARGENTINA;SI;NO ;SI;NO;SI;ADMINISTRACION;10358;F;Deudor
Alem;II;17134;16;1989;0.05;Capital Federal;51;ARGENTINA;SI;NO ;SI;NO;SI;ADMINISTRACION;13342;F;Deudor
Alem;IV;10000;14;1689;0.1;Capital Federal;51;ARGENTINA;SI;NO ;SI;NO;SI;ADMINISTRACION;13342;F;Deudor
Once;III;15000;18;2295;0.1;Capital Federal;48;ARGENTINA;SI;NO ;NO;NO;SI;PORTERO;10347;M;Deudor
Belgrano;IV;10000;11;1956;0.1;Capital Federal;48;ARGENTINA;SI;NO ;NO;NO;SI;PORTERO;10347;M;Deudor
Alem;IV;25000;24;3478;0.1;Capital Federal;64;ARGENTINA;SI;SI;SI;NO;SI;PORTERO;27048;M;Cumplidor
Alem;IV;8000;18;1224;0.1;;40;ARGENTINA;SI;SI;SI;NO;SI;LIMPIEZA Y SEGURIDAD;4040;F;Cumplidor
Alem;IV;5000;11;978;0.1;Zona Sur;57;ARGENTINA;SI;NO ;SI;NO;SI;ADMINISTRACION;19759;F;Cumplidor
;II;17823;18;1915;0.05;Capital Federal;39;ARGENTINA;SI;NO ;SI;NO;SI;COMERCIO;99389;F;Deudor
Belgrano;IV;10000;14;1689;0.1;Capital Federal;39;ARGENTINA;SI;NO ;SI;NO;SI;COMERCIO;99389;F;Deudor
Belgrano;IV;5000;9;1153;0.12;Capital Federal;51;ARGENTINA;SI;SI;SI;NO;SI;ADMINISTRACION;12672;F;Cumplidor
Once;IV;10000;11;1956;0.1;Capital Federal;29;ARGENTINA;SI;SI;SI;NO;SI;;19836.8;F;Cumplidor
Once;III;10000;15;1797;0.11;Capital Federal;35;ARGENTINA;SI;SI;SI;NO;NO;ADMINISTRACION;6076;M;Cumplidor
Once;IV;5000;11;978;0.1;Capital Federal;35;ARGENTINA;SI;SI;SI;NO;NO;ADMINISTRACION;6076;M;Cumplidor
Once;IV;10000;11;1956;0.1;Capital Federal;58;ARGENTINA;SI;SI;NO;NO;NO;LIMPIEZA Y SEGURIDAD;17361;M;Deudor
Once;IV;5000;11;978;0.1;Capital Federal;31;ARGENTINA;SI;SI;NO;NO;NO;LIMPIEZA Y SEGURIDAD;8879;F;Cumplidor
Once;IV;6000;9;1384;0.12;Capital Federal;39;ARGENTINA;SI;SI;NO;NO;NO;LIMPIEZA Y SEGURIDAD;11238;M;Deudor
;IV;12000;18;1836;0.1;Capital Federal;39;ARGENTINA;SI;SI;NO;NO;NO;LIMPIEZA Y SEGURIDAD;11238;M;Deudor
Alem;IV;12000;17;1875;0.1;;52;ARGENTINA;SI;SI;SI;NO;NO;ADMINISTRACION;9397;F;Cumplidor
Once;IV;12000;17;1875;0.1;Capital Federal;34;ARGENTINA;SI;NO ;SI;NO;NO;ADMINISTRACION;14984;M;Cumplidor
Once;III;3000;3;1427;0.14;Capital Federal;64;ARGENTINA;SI;NO ;NO;NO;NO;LIMPIEZA Y SEGURIDAD;11294;M;Cumplidor
Once;III;3000;3;1427;0.14;Capital Federal;64;ARGENTINA;SI;NO ;NO;NO;NO;LIMPIEZA Y SEGURIDAD;11294;M;Cumplidor
Once;IV;10000;14;1689;0.1;Capital Federal;64;ARGENTINA;SI;NO ;NO;NO;NO;LIMPIEZA Y SEGURIDAD;11294;M;Cumplidor
Once;IV;15000;16;2399;0.1;Capital Federal;64;ARGENTINA;SI;NO ;NO;NO;NO;LIMPIEZA Y SEGURIDAD;11294;M;Cumplidor
Once;IV;3000;3;1689;0.23;Capital Federal;64;ARGENTINA;SI;NO ;NO;NO;NO;LIMPIEZA Y SEGURIDAD;11294;M;Cumplidor
Once;IV;10000;14;1689;0.1;Capital Federal;41;ARGENTINA;SI;SI;NO;NO;NO;;6967;F;Cumplidor
Once;IV;10000;14;1689;0.1;Capital Federal;41;ARGENTINA;SI;SI;NO;NO;NO;;6967;F;Cumplidor
Belgrano;IV;5000;9;1153;0.12;Capital Federal;68;ARGENTINA;SI;SI;SI;NO;NO;PORTERO;17299;M;Cumplidor
;IV;5000;9;1153;0.12;Capital Federal;68;ARGENTINA;SI;SI;SI;NO;NO;PORTERO;17299;M;Cumplidor
Belgrano;IV;10000;11;1956;0.1;Capital Federal;41;ARGENTINA;SI;SI;SI;NO;NO;PORTERO;19851;M;Cumplidor
Belgrano;IV;15000;14;2533;0.1;Capital Federal;41;ARGENTINA;SI;SI;SI;NO;NO;PORTERO;19851;M;Cumplidor
;II;15512;10;1950;0.03;;50;ARGENTINA;SI;SI;SI;NO;NO;ADMINISTRACION;13084;M;Cumplidor
Once;IV;10000;14;1689;0.1;;50;ARGENTINA;SI;SI;SI;NO;NO;ADMINISTRACION;13084;M;Cumplidor
Alem;IV;16000;18;2448;0.1;;50;ARGENTINA;SI;SI;SI;NO;NO;ADMINISTRACION;13084;M;Cumplidor
Belgrano;IV;25000;26;3398;0.1;Capital Federal;61;ARGENTINA;SI;NO ;NO;NO;NO;PORTERO;15444;M;Cumplidor
Once;II;12696;19;1725;0.08;Capital Federal;34;ARGENTINA;SI;NO ;NO;NO;NO;COMERCIO;9024;F;Deudor
Once;IV;6000;11;1174;0.1;Capital Federal;34;ARGENTINA;SI;NO ;NO;NO;NO;COMERCIO;9024;F;Deudor
Once;II;3000;3;1427;0.14;Capital Federal;51;ARGENTINA;SI;SI;SI;NO;NO;;22935;F;Deudor
Once;III;16000;18;2448;0.1;Capital Federal;51;ARGENTINA;SI;SI;SI;NO;NO;;22935;F;Deudor
Alem;IV;10000;14;1689;0.1;Capital Federal;51;ARGENTINA;SI;SI;SI;NO;NO;;22935;F;Deudor
Once;IV;20000;26;2719;0.1;Zona Sur;47;ARGENTINA;SI;NO ;SI;NO;NO;SALUD;12635;F;Cumplidor
;III;20800;32;1500;0.04;Capital Federal;61;ARGENTINA;SI;SI;NO;NO;NO;PORTERO;12279;M;Deudor
Once;IV;15000;24;2087;0.1;Capital Federal;61;ARGENTINA;SI;SI;NO;NO;NO;PORTERO;12279;M;Deudor
Alem;IV;10000;14;1689;0.1;Capital Federal;50;ARGENTINA;SI;SI;NO;NO;NO;;12408;F;Cumplidor
Alem;IV;15000;18;2295;0.1;Zona Sur;38;ARGENTINA;SI;NO ;SI;NO;NO;COMERCIO;15449;M;Deudor
Once;IV;10000;14;1689;0.1;Capital Federal;43;ARGENTINA;SI;SI;SI;NO;NO;ADMINISTRACION;12339;F;Deudor
Once;IV;25000;23;3524;0.1;Capital Federal;33;ARGENTINA;SI;SI;SI;NO;NO;PORTERO;19307;M;Deudor
Alem;IV;25000;24;3478;0.1;Capital Federal;43;ARGENTINA;SI;SI;SI;NO;NO;COMERCIO;23032;F;Cumplidor
Once;IV;10000;17;1563;0.1;Capital Federal;59;ARGENTINA;SI;SI;NO;NO;NO;PORTERO;12000;F;Deudor
Once;IV;15000;26;2039;0.1;Capital Federal;33;ARGENTINA;SI;NO ;SI;NO;NO;COMERCIO;19544;F;Deudor
Once;IV;20000;18;3060;0.1;Capital Federal;44;ARGENTINA;SI;NO ;SI;NO;NO;LIMPIEZA Y SEGURIDAD;10782;F;Deudor
Once;III;10000;11;1956;0.1;Zona Sur;35;ARGENTINA;SI;SI;SI;NO;NO;LIMPIEZA Y SEGURIDAD;12214;M;Cumplidor
Alem;IV;7000;11;1369;0.1;Zona Sur;35;ARGENTINA;SI;SI;SI;NO;NO;LIMPIEZA Y SEGURIDAD;12214;M;Cumplidor
Alem;IV;10000;14;1689;0.1;;38;ARGENTINA;SI;SI;SI;NO;NO;COMERCIO;9673;F;Cumplidor
Alem;IV;10000;14;1689;0.1;Zona Sur;24;ARGENTINA;SI;SI;SI;NO;NO;OPERARIO;10305;F;Deudor
Alem;IV;10000;14;1689;0.1;;59;ARGENTINA;SI;NO ;SI;NO;NO;ADMINISTRACION;23375;M;Cumplidor
Alem;IV;12000;17;1875;0.1;Zona Oeste;26;ARGENTINA;SI;SI;SI;SI;NO;ADMINISTRACION;11014;M;Cumplidor
;IV;10000;14;1689;0.1;Capital Federal;55;ARGENTINA;SI;SI;NO;NO;NO;COMERCIO;12185;F;Deudor
Alem;IV;10000;14;1689;0.1;Capital Federal;55;ARGENTINA;SI;SI;NO;NO;NO;COMERCIO;12185;F;Deudor
Alem;IV;5000;11;978;0.1;Capital Federal;51;ARGENTINA;SI;SI;SI;NO;NO;PORTERO;13850;F;Cumplidor
;III;24375;22;1500;0.02;Capital Federal;68;ARGENTINA;SI;SI;SI;NO;NO;PORTERO;15791;F;Deudor
Alem;IV;12000;17;1875;0.1;Capital Federal;68;ARGENTINA;SI;SI;SI;NO;NO;PORTERO;15791;F;Deudor
Alem;IV;5000;11;978;0.1;Capital Federal;32;ARGENTINA;SI;NO ;NO;NO;NO;LIMPIEZA Y SEGURIDAD;12342;F;Deudor
Alem;IV;10000;14;1689;0.1;;60;ARGENTINA;SI;SI;SI;NO;NO;LIMPIEZA Y SEGURIDAD;9493;M;Cumplidor
